74036|455|36475||2|"Waterfront Studios"|1|""|"2013-01-01 00:00:00"|"E161AH"|"51.505982"|"0.015755"|"Canning Town"|"Dock Road"|"East London"|"1 Dock Road, London, E16 1AH"|""|""|"neutral"|"Dock Road, E16"|"daniel.c@gle.co.uk"|""|""|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"1"|1|0|"Dock Road Offices To Let, Canning Town E16 ! FreeOfficeFinder"|"Click Now To View Dock Road, Canning Town, Office Space To Let And Serviced Office Space To Rent In East London E16 ! Visit FreeOfficeFinder.com"|""|
71018|455|35327||1|"Lombard Business Park"|1|""|"2013-01-01 00:00:00"|"SW193TZ"|"51.4091"|"-0.189397"|"South Wimbeldon"|"Lombard Road"|"Home Counties ( South ), South West London"|"Lombard Business Park, 8 Lombard Road, South Wimbledon, SW19 3TZ"|""|""|"low"|"Lombard Road, South Wimbledon, SW19"|"mail.wimbledon@bizspace.co.uk"|"1"|"70"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"8"|1|0|"Lombard Road Offices, South Wimbeldon SW19 ! FreeOfficeFinder"|""|""|
71021|455|35595||2|"Easy Desk"|0|"2 offices available- 3-4 person @ £2100 and £2600 plus vat"|"2013-01-01 00:00:00"|"W1B4DA"|"51.5114"|"-0.139603"|"Mayfair"|"Heddon Street"|"West End ( London )"|"14 -18 Heddon Street, Mayfair, W1R 9DE"|""|""|"neutral"|"Heddon Street, Mayfair, London, UK, W1R"|""|"1"|"15"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"14 - 18"|1|0|"Heddon Street Offices To Let, Mayfair W1 ! FreeOfficeFinder"|"Click Now To View Heddon Street, Mayfair, Offices To Let And Serviced Office Rental In The West End Of London W1 ! Visit FreeOfficeFinder.com"|""|
73960|455|35665||3|"Heron Tower"|1|""|"2013-01-01 00:00:00"|"EC2N4AU"|"51.5153"|"-0.08221"|"Bishopsgate"|"Bishopsgate"|"The City ( London )"|"Heron Tower, 110 Bishopsgate, London, EC2 N4AU"|""|""|"neutral"|"Bishopsgate, London, EC2"|"team@landmarkplc.com"|"6"|"140"|"2011-01-20 09:22:38"|"2013-12-01 12:12:12"|"NULL"|"110"|1|0|"Bishopsgate Offices To Let, EC2 ! FreeOfficeFinder"|""|""|
72981|455|36181||2|"Middlemore Industrial Estate"|1|""|"2013-01-01 00:00:00"|"B210AY"|"52.5045"|"-1.96144"|"West Bromwich"|"Middlemore Road"|"West Midlands"|"Middlemore Industrial Estate, Middlemore Road, West Bromwich, B21 2AY"|""|""|"neutral"|"Middlemore Road West, West Bromwich, B66"|"enquiries@evanseasyspace.com; info@evanseasyspace.com"|"3"|"20"|"2008-06-05 14:40:05"|"2013-12-01 12:12:12"|"NULL"|"n / a"|1|0|"Middlemore Road Offices, West Bromwich B66 ! FreeOfficeFinder"|""|""|
71024|455|36225||1|"Redan House"|0|"3 people- £1000. 4 people- £1400"|"2013-01-01 00:00:00"|"W24SA"|"51.5152"|"-0.189257"|"Bayswater"|"Redan Place"|"West End ( London ), West London"|"23 & 27 Reden Place, Bayswater, London, W2 4SA"|""|""|"neutral"|"Redan Place, Bayswater, London, UK, W2"|""|"1"|"15"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"23 & 27"|1|0|"Redan Place Offices To Let, Bayswater W2 ! FreeOfficeFinder"|""|""|
71025|455|35399||3|"Wellington Building"|1|""|"2013-01-01 00:00:00"|"NW89SP"|"51.5321"|"-0.171878"|"St Johns Wood"|"Wellington Road"|"North West London"|"28 - 32 Wellington Road, St John's Wood, NW8 9SP"|""|""|"neutral"|"Wellington Road, St John's Wood, London, NW8"|"info@castle-m.co.uk"|"1"|"30"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"28 - 32"|1|0|"Wellington Road Offices To Let, St Johns Wood NW8 ! FreeOfficeFinder"|""|""|
71026|455|35247||1|"Ironmonger Lane"|1|""|"2013-01-01 00:00:00"|"EC2V8EY"|"51.5146"|"-0.09185"|"Bank"|"Ironmonger lane"|"The City ( London )"|"10 Ironmonger Lane, Moorgate, EC2V 8EY"|""|""|"neutral"|"Ironmonger Lane, Bank, EC2"|"enquiries@duttonproperty.co.uk"|"1"|"8"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"10"|1|0|"Ironmonger lane Offices To Let, Bank EC2 ! FreeOfficeFinder"|""|""|
71027|455|35552||2|"Old Street"|1|""|"2013-01-01 00:00:00"|"EC2A4SD"|"51.5252"|"-0.083348"|"Shoreditch"|"Tabernacle Street"|"North London, The City ( London )"|"The Old Firestation, 140 Tabernacle Street, EC2A 4SD"|""|"2011-09-30"|"low"|"Tabernacle Street, Shoreditch, EC2A"|"oldst@fbase.com; oldstsales@fbase.com"|"1"|"8"|"2013-01-01 00:00:00"|"2011-09-30"|"NULL"|"140"|1|0|"Tabernacle Street Offices To Let, Shoreditch EC2 ! FreeOfficeFinder"|"Click Now To View Tabernacle Street Office Space To Rent And Serviced Offices To Let In Shoreditch, The City Of London EC2 ! Visit FreeOfficeFinder.com"|""|
71028|455|35682||1|"Chapel Road"|1|""|"2013-01-01 00:00:00"|"IG12AG"|"51.5576"|"0.068799"|"Ilford"|"Chapel Road"|"East London, Home Counties ( North )"|"Chapel Road, Ilford, Essex, IG1 2AG"|""|""|"neutral"|"Chapel Road, Ilford, East London, UK, IG1"|"offices@gablenet.co.uk"|"1"|"3"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"12"|1|0|""|""|""|
71029|455|35663||2|"Empress State"|0|""|"2013-01-01 00:00:00"|"SW61TR"|"51.4861"|"-0.199556"|"Earls Court"|"Lilly road"|"South West London"|"Lilly Road, Earls Court, SW5"|""|""|"dont_call"|"Lilly Road, Earls Court, London, SW5"|""|""|""|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"n/a"|1|0|"Lillie Road Office Space, Earls Court SW6 ! FreeOfficeFinder"|""|""|
74035|455|36161||2|"Orega Bristol"|1|""|"2013-01-01 00:00:00"|"BS16BN"|"51.453182"|"-2.589771"|"Bristol"|"Victoria Street"|"South West England"|"10 Victoria Street, Bristol, BS1 6BN"|""|""|"neutral"|"Victoria Street, Bristol, BS1"|"nso@orega.com"|""|""|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"10"|1|0|"Victoria Street Office Space To Let, Bristol BS1 ! FreeOfficeFinder"|"Click Now To View Victoria Street Office Space To Let & Serviced Office Rental In Bristol, BS1 ! Visit FreeOfficeFinder.com"|""|
71033|455|35742||2|"Birmingham"|1|""|"2013-01-01 00:00:00"|"B25LS"|"52.4802"|"-1.89949"|"Birmingham"|"Temple Row"|"West Midlands"|"43 Temple Row, Birmingham, B2 5LS"|""|"2012-09-07"|"high"|"Temple Row, Birmingham, B2"|"info@mwbex.com; mwbextemp@gmail.com"|""|""|"2013-01-01 00:00:00"|"2012-09-07"|"NULL"|"43"|1|0|"Temple Row Offices To Let, Birmingham B2 ! FreeOfficeFinder"|""|""|
71045|455|35509||1|"Empire House"|1|""|"2013-01-01 00:00:00"|"HA90EW"|"51.5608"|"-0.282751"|"Wembley"|"Empire Way"|"Home Counties ( North ), North West London"|"Empire House, Empire Way, Wembley HA9 0EW"|""|""|"neutral"|"Empire Way, Wembley, North West London, UK, HA9"|"michael.v@empire-house.co.uk"|"1"|"10"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"n/a"|1|0|"Empire Way Office Space, Wembley HA9 ! FreeOfficeFinder"|""|""|
71046|455|35942||1|"Talbot House"|1|""|"2013-01-01 00:00:00"|"HA27HH"|"51.5766"|"-0.370018"|"Rayners Lane"|"Imperial Drive"|"North West London"|"204 - 226 Imperial Drive, South Harrow, HA2 7HH"|""|""|"neutral"|"Imperial Drive, South Harrow, London, UK, HA2"|"info@talbotbc.com"|"1"|"50"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"204 - 226"|1|0|"Imperial Drive Office Space, Rayners Lane HA2 ! FreeOfficeFinder"|""|""|
71047|455|35843||2|"Hygeia Building"|0|""|"2013-01-01 00:00:00"|"HA11BE"|"51.5799"|"-0.337383"|"Harrow"|"College Road"|"North West London"|"66-68 College Road, Harrow, HA1 1BE"|""|"0000-00-00"|"neutral"|"College Road, Harrow, HA1"|"xxagents.helpdesk@regus.com; xxagents@regus.com, ems.pivotal@regus-ssc.com"|"1"|"15"|"2013-01-01 00:00:00"|"0000-00-00"|"NULL"|"66 - 68"|1|0|"College Road Office Space To Let, Harrow HA1 ! FreeOfficeFinder"|""|""|
71049|455|35496||2|"20 Broadwick Street"|1|"27-4-07- they will have 4-6 people from the 1st june"|"2013-01-01 00:00:00"|"W1F8HT"|"51.5135"|"-0.137398"|"Soho"|"Broadwick Street"|"West End ( London )"|"20 Broadwick Street, Soho, London, W1F 8HT"|""|""|"neutral"|"Broadwick Street, London, UK, W1F"|"hello@eoffice.net"|"1"|"10"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"20"|1|0|"Broadwick Street Office Space, Soho W1 ! FreeOfficeFinder"|""|""|
71061|455|36225||1|"Winchester House"|1|""|"2013-01-01 00:00:00"|"NW15RA"|"51.5187"|"-0.167355"|"Edgware Road"|"Old Marylebone Road"|"West London,West End ( London )"|"259 - 269 Old Marleybone Road, Edgware Road, NW1 5RA"|""|"0000-00-00"|"neutral"|"Old Marylebone Road, Edgware Road, London, UK, NW1"|"info@mwbex.com; mwbextemp@gmail.com"|"1"|"30"|"2013-01-01 00:00:00"|"0000-00-00"|"NULL"|"259 - 269"|1|0|"Old Marylebone Road Offices To Let, Edgware Road ! FreeOfficeFinder"|""|""|
71070|455|35705||2|"Basin Road North"|0|""|"2013-01-01 00:00:00"|"BN411WR"|"50.8288"|"-0.20513"|"Hove"|"Basin Road North"|"Home Counties ( South )"|"Maritime House, Basin road North, Hove, BN41 1WR"|""|""|"neutral"|"Basin Road North, Brighton, BN41"|"reception@maritimehouse.com"|""|""|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"kk"|1|0|""|""|""|
71071|455|35861||1|"Albert House Business Centre"|0|""|"2013-01-01 00:00:00"|"BN13XE"|"50.8279"|"-0.142728"|"Brighton"|"Queens Road"|"Home Counties ( South )"|"82 Queens Road, Brighton, BN1 3XE"|""|""|"neutral"|"Queens Road, Sussex, BN1"|""|""|""|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"82"|1|0|""|""|""|
71079|455|35651||1|"Richmond"|0|""|"2013-01-01 00:00:00"|"TW93AH"|"51.4848"|"-0.290433"|"Kew"|"Kew Green"|"Home Counties ( South ), South West London"|"63 Kew Green, Richmond, TW9 3AH"|""|""|"neutral"|"Kew Green, Richmond, London, UK, TW9"|"nicolestreak@hotmail.com"|"1"|"7"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"63"|1|0|"Kew Green Office Space To Let, Richmond TW9 ! FreeOfficeFinder"|""|""|
91163|455|36521||1|"Kings House Business Centre"|1|""|"2013-01-01 00:00:00"|"WD48LZ"|"51.706558"|"-0.440861"|"Hemel Hempstead"|"Station Road"|"Home Counties ( North )"|"Kings House Business Centre, Home Park Estate, Station Road, Kings Langley, Hertfordshire, WD4 8LZ"|""|""|"neutral"|"Home Park Estate, Kings Langley, WD4"|"info@kingshouse.biz"|""|""|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"Home Park Estate"|1|0|""|""|""|
71080|455|35664||3|"Devlin House"|0|""|"2013-01-01 00:00:00"|"W1S2FW"|"51.5117"|"-0.143061"|"Mayfair"|"St George Street"|"West End ( London )"|"36 St George Street, Mayfair, W1S 2FW"|""|""|"neutral"|"St George Street, Mayfair, London, UK, W1S"|"info@landmark-offices.com"|"1"|"2"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"36"|1|0|"St George Street Offices, Mayfair W1 ! FreeOfficeFinder"|""|""|
71082|455|35665||2|"Lombard Street"|1|""|"2013-01-01 00:00:00"|"EC3V9AA"|"51.5129"|"-0.088231"|"Lombard Street"|"Lombard Street"|"The City ( London )"|"1- 6 Lombard Street, London, EC3V 9AA"|""|""|"neutral"|"Lombard Street, London, EC3V"|"team@landmarkplc.com"|"1"|"150"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"1-6"|1|0|"Lombard Street Office Space, The City EC3 ! FreeOfficeFinder"|""|""|
71094|455|35411||2|"The Octagon"|0|"they have nothing available for the near future"|"2013-01-01 00:00:00"|"E149GE"|"51.4989"|"-0.015884"|"Docklands"|"Exchange Tower"|"East London"|"2 Harbour Exchange Square, Docklands, E14 9GE"|""|""|"neutral"|"Harbour Exchange Square, Docklands, London, UK, E14"|""|"1"|"7"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"2"|1|0|""|""|""|
71095|455|35787||2|"Barkat House"|1|"3 PERSON OFFICE"|"2013-01-01 00:00:00"|"NW35HT"|"51.5467"|"-0.179193"|"Finchley Road"|"Finchley Road"|"North West London"|"116 - 118 Finchley Road, London, NW3 5HT"|""|""|"neutral"|"Finchley Road, North West London, UK, NW3"|"info@completeoffices.co.uk"|"2"|"4"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"116 - 118    1st/2nd"|1|0|"Finchley Road Offices To Let, NW3 ! FreeOfficeFinder"|"Click Now To View Finchley Road Offices To Let And Serviced Office Rental In North West London, NW3 ! Visit FreeOfficeFinder.com"|""|
71097|455|35327||1|"Camberwell Business Centre"|1|""|"2013-01-01 00:00:00"|"SE57HN"|"51.4766"|"-0.091823"|"Camberwell"|"Lomond Grove"|"South East London"|"93/103 Lomond Grove, Camberwell, SE5 7HN"|""|""|"low"|"Lomond Grove, Camberwell, SE5"|"mail.camberwelllomond@bizspace.co.uk"|"1"|"20"|"2013-01-01 00:00:00"|"2013-12-01 12:12:12"|"NULL"|"93 / 103"|1|0|""|""|""|
73047|455|36225||1|"Quayside"|0|""|"2013-01-01 00:00:00"|"B12HF"|"52.4764"|"-1.91163"|"Birmingham"|"Broad Street"|"West Midlands"|"Quayside, Broad Street, Birmingham, B1 2HF"|""|""|"neutral"|"Broad Street, Birmingham, B1"|"no_reply@freeofficefinder.com"|"2"|"260"|"2008-06-18 11:26:39"|"2013-12-01 12:12:12"|"NULL"|"n/a"|1|0|""|""|""|
